author.unique	publication.title	n
NA	The petition of the nobility, gentry, burrows, ministers, and commons of the kingdome of Scotland. To the lords of His Majesties most Honourable Privie Councell. Together with an order by the lords in Parliament, concerning the militia for the city of London. June the 13. 1642	1
NA	The petition of the nobilitie, gentrie, burrows, ministers, and Commons of the Kingdom of Scotland, to the lords of His Majesties most Honourable Privie Councell	1
NA	The petition of the nobilitie, gentrie, burrows, ministers, and commons of the Kingdom of Scotland, to the Lords of His Majesties most Honourable Privie Councell	1
NA	The petition of the nobilitie, gentrie, and commons of the kingdom of Scotland	1
NA	The petition of the Lords and Commons presented to His Majestie by the Earle of Stamford, Master Chancellour of the Exchequer, and Master Hungerford, April 18. 1642. Together with his Maiesties answer thereunto	1
NA	The petition of the Lords and Commons presented to His Majestie by the Earle of Stamford, Master Chancellour of the Exchequer, and Master Hungerford, April 18, 1642	1
NA	The petition of the Lords and Commons presented to His Majestie by the Earle of Stamford	1
NA	The petition of the Lords and Commons in Parliament, delivered to His Maiesty the 16 day of Iuly 1642	1
NA	The petition of the Lords and Commons in Parliament	1
NA	The petition of the Lords and Commons assembled in Parliament unto his Maiestie (with the reasons moving them to advise his Majesty	1
NA	The petition of the Lords and Commons assembled in Parliament, presented to His Majestie at Beverly the 16 of July 1642	1
NA	The petition of the Lords and Commons assembled in Parliament. Presented to his Majestie at Beverley the sixteenth of July, 1642	1
NA	The petition of the Lords and Commons assembled in Parliament. Presented to His Maiestie at Beverley the 16 of Iuly. 1642	1
NA	The petition of the Lords and Commons assembled in Parliament	1
NA	The petition of the knights, gentlemen, and yeomanry of the country [sic] of Devonshire	1
NA	The petition of the knights, gentlemen, and free-holders of the county of North-hampton	1
NA	The petition of the gentlemen and students of the Vniversitie of Cambridge	1
NA	The petition of the county of Essex to the Honourable House of Commons	1
NA	The petition of the committees for Ireland to His Majesty. With His Majesties answer of the 1. Decemb. 1642	1
NA	The petition of the committees for Ireland to His Majestie: with His Majesties answer thereunto	1
NA	The petition of the citizens of London, to both Houses of Parliament, Feb. 26. 1641	1
NA	The petition of rights [sic], exhibited to His Maiestie	1
NA	The petition of right: exhibited to his Maiestie	1
NA	The petition of both Hovses of Parliament to His Maiesty, concerning his intended going to Ireland	1
NA	The petition of both Houses of Parliament to His Majestie, concerning his intended going to Ireland	1
NA	The petition of both Houses of Parliament to His Maiesty, concerning his intended going to Ireland	1
NA	The petition of both Houses of Parliament, presented to the Kings most excellent Maiestie at Yorke, March 26. 1642	1
NA	The petition of both Houses of Parliament, presented to His Majesty at Yorke, March 26. 1642	1
NA	The petition of both Houses of Parliament. Presented to his Majestie at York, the 23. of May 1642	1
NA	The petition of both Houses of Parliament presented to His Majestie at York, the 23 of May, 1642	1
NA	The petition and reasons of the Lords and Commons assembled in Parliament unto his Maiestie	1
NA	The petition and reasons of both Houses of Parliament, to His Majesty, to forbeare his intended iourney to Ireland	1
NA	The petition and articles exhibitied by the parishioners of Pont Iland and others in the county of Northumberland, against Dr. Gray, vicar of the said parish	1
NA	The particular relation of the present estate and condition of Ireland	1
NA	The Parliaments vindication, in ansvver to Prince Ruperts declaration·	1
NA	The Parliaments resolvtion	1
NA	The Parliaments resolution to the citizens of London concerning His Majesties proceedings	1
NA	The Parliaments resolution to raise forces to suppresse all those that are promoters of the warre begun at Hull against Sir John Hotham	1
NA	The Parliaments resolution, for the speedy sending an Army into the North	1
NA	The Parliaments resolution concerning the voluntiers that are to bee raysed throughout the whole kingdome under the command of His excdlency [sic] the Earle of Essex	1
NA	The Parliaments resolution, concerning the Kings proclamation for setting up his standard	1
NA	The Parliaments resolution, concerning the Kings most excellent Majesty	1
NA	The Parliaments resolution, concerning the Kings most excellent Maiesty	1
NA	The Parliaments reply to the Kings Majesties Answer to the petition to the House of Commons, sent 29 Ianuary. 1641	1
NA	The Parliaments protestation: Or The resolution of the Lords, and Commons, to maintaine the iust priuiledge of Parliament	1
NA	The Parliaments message to the King at Yorke	1
NA	The Parliaments letter to the King of France	1
NA	The Parliaments last order and determination, for the safety and security of Hull	1
NA	The Parliaments lamentation. For the distractions of the kingdome	1
NA	The Parliaments instructions to the Earl of Essex, Lord Generall of the army, agreed on by the Lords and Commmons [sic] in Parliament assembled, September the 17	1
NA	The Parliaments instructions	1
NA	The Parliaments censure to the Iesuites and fryers	1
NA	The Parliaments censure on Sir Richard Gurney, Lord Major of the honourable City of London. August 12. 1642	1
NA	The Parliaments care for the citie of London	1
NA	The Parliaments answer to the two petitions of the county of Buckingham	1
NA	The Parliaments answer to the two petitions of the countie of Buckingham	1
NA	The papists designe against the Parliament and Citie of London discovered, by a letter found neere White-Hall, sent from L. M. a Iesuit, to R. C. a popish lord. Which caused the traine bands to guard and conduct the Parliament from London to Westminster, shewing the great treachery of many popish recusants, who intended to seize upon the Crty [sic] of London, and how their plot was disanulled. And describing the cause of the Citie rising in armes to defend themselves from the conspiracie of the papists. As also, vvith the cause of the Kings, Queenes, and Princes departure to Hampton Court, and of the great guard that went with them, for feare any danger should ensue	1
NA	The ordinance and declaration of the Lords and Commons, for the assessing all such who have not contributed sufficiently for raising of money, plate, &c. With His Maiesties declaration to all his loving subjects upon occasion thereof. Charles R. Our expresse pleasure is, that this our declaration be published in all churches and chappels within our kingdom of England and dominion of Wales, by the parsons, vicars or curates of the same	1
NA	The ordinance and declaration of the Lords and Commons, for the assessing all such who have not contributed sufficiently for raising of money, plate, &c. With His Maiesties declaration to all his loving subjects upon occasion thereof	1
NA	The orders for ecclesiasticall discipline	1
NA	The opinions of certaine reverend and learned divines concerning the fundamentall points of the true Protestant religion, and the right government of reformed churches	1
NA	The open mouth of Balaams asse	1
NA	The Observator defended	1
NA	The oath taken by the Parliament of England	1
NA	The oath of the kings of England, taken out of the Parliament rolle, I.H.4. N.17	1
NA	The newest proceedings in Ireland	1
NA	The nevvest and truest, and most vnpartiall relation of all the late occurrence which hath happened at Sherbourne-Castle, and thereabouts	1
NA	The mutuall ioyes of the king, Parliament, and subjects	1
NA	The most remarkable passages from most parts of Christendome, for about three months past	1
NA	The message of both Houses to the King March 22. 1641	1
NA	The mathematicall divine, shewing, the pesent miseries of Germany, England and Ireland	1
NA	The manner of the impeachment of the XII. Bishops accused of high treason	1
NA	The Lord Strange his demands	1
NA	The Lord Osmonds overthrovv	1
NA	The lively character of the malignant partie	1
NA	The list of the army raised under the command of his Excellency, Robert Earle of Essex and Ewe	1
NA	The latest remarkable truths, (not before printed) from Chester, Worcester, Devon, Somerset, Yorke and Lanchaster counties, as also from Scotland	1
NA	The latest remarkable truths from Worcester, Chester, Salop, Warwick, Stafford, Somerset, Devon, Yorke, and Lincoln counties	1
NA	The late letters from both Houses of Parliament concerning their purpose of delivery of a petition to His Majesty. His Maiesties answer to those letters	1
NA	The late letters from both Houses of Parliament, concerning their purpose of delivery of a petition to His Majesty	1
NA	The last true newes from Ireland	1
NA	The last true intelligence from Warwick	1
NA	The Last true intelligence from Ireland	1
NA	The last true and joyfull newes from Ireland	1
NA	The last newes from York, 23 of Iune 1642	1
NA	The last newes from the Kings Majesties army now at Maidenhead	1
NA	The last newes from Ireland	1
NA	The last nevvs in London. Or, A discourse between a citizen and a country-gentleman, as they did ride betwixt London and Ludlow, October 12. 1642	1
NA	The last nevves from Yorke and Hull. Or A true relation of all the passages and other occurrences that hath happened in and about the city of Yorke, and the towne of Hull from the twenty sixth of Iune, to the third of Iuly	1
NA	The last message and resolution of both Houses of Parliament presented to the Kings most sacred Majesty, June 26	1
NA	The last joyfull newes from Ireland·	1
NA	The last, best, and truest nevves from Ireland, that came since the rebellion. Sent from a Gentleman in Dublin, to his friend, a divine, in London	1
