tokens,amounts,keep_stop,
Thurlbourne.,1,,
Montagu.,1,,
3-6.,1,,
Cleef.,1,,
Officio.,1,,
Snow-bill.,1,,
Burgh.,1,,
Flont.,1,,
Portland-Place.,1,,
Bride-Lane-End.,1,,
Wetstein.,1,,
Beman.,1,,
Pierre-J.,1,,
Cellot.,1,,
dép.,1,,
Cristie.,1,,
Agg.,1,,
Librairy.,1,,
Axe.,1,,
Lloyd.,1,,
Guthrie.,1,,
Middle-Row.,1,,
Foundery.,1,,
487,1,,
191,1,,
Ts.,1,,
Peck.,1,,
Denmark-co.,1,,
LXXXX.,1,,
Fitzpatrick.,1,,
Fr...,1,,
M'creery.,1,,
Mudie.,1,,
Beesly.,1,,
Christ's-Hospital.,1,,
Fridays.,1,,
Mary-le-Bone.,1,,
Dillon.,1,,
Canongate.,1,,
catalogue.,1,,
Orchard.,1,,
King's-Mead-Street.,1,,
M'caslan.,1,,
Willison.,1,,
Badouin.,1,,
Sociorum.,1,,
Black.,1,,
boots.,1,,
Pope's-Head-Alley.,1,,
Honore.,1,,
Phorson.,1,,
-Messrs.,1,,
-E.,1,,
299,1,,
hawkers.,1,,
D.V.,1,,
Hoxland.,1,,
London-Printed.,1,,
Turks-...,1,,
North-Bridge.,1,,
171,1,,
fields.,1,,
Hill-J.,1,,
Guthrie-J.,1,,
chapman.,1,,
-A.,1,,
Dispatch.,1,,
Sonata's.,1,,
Parts.,1,,
Fougt.,1,,
Herefordshire.,1,,
762,1,,
Cumming.,1,,
Blagden.,1,,
(enta.,1,,
pri...,1,,
Inns.,1,,
Fenwick.,1,,
Knox.,1,,
Tommo.,1,,
Cherry.,1,,
No.9.,1,,
Byrne.,1,,
Conn's.,1,,
meditations.,1,,
Ludgate-Street..,1,,
Stationers-Hall..,1,,
Pater-Noster-Row..,1,,
Dub.,1,,
Bapt.,1,,
Hipp.,1,,
Guerin.,1,,
Etonae.,1,,
Ludlow..,1,,
C...,1,,
Skinner.,1,,
Ogle-J.,1,,
Edinburgh-J.,1,,
Paisley-G.,1,,
Wine-Tavern-street.,1,,
MD.CC.LIII.,1,,
book.,1,,
foot.,1,,
fireworks.,1,,
Jewry-Str.,1,,
JM.,1,,
Freebairn.,1,,
age.,1,,
1720-21.,1,,
Ballantyne.,1,,
Poggi.,1,,
XI.,1,,
Stourbridge.,1,,
J&F.,1,,
Row..,1,,
Ray.,1,,
Elix.,1,,
EM.,1,,
Croom.,1,,
No.332.,1,,
Ridges.,1,,
other.,1,,
Tupman.,1,,
Castle-green.,1,,
Oct.-53.,1,,
vols.,1,,
1l.,1,,
16s.,1,,
Lanc.,1,,
Swallow-Street.,1,,
learning.,1,,
[E].,1,,
Phill.,1,,
Ellidt.,1,,
Catharine-street.,1,,
Davies-W.,1,,
Willington.,1,,
Waters.,1,,
Julien.,1,,
d'Homann.,1,,
Pinet.,1,,
Int.,1,,
Cameron.,1,,
Bamf.,1,,
High-Oustgate.,1,,
Willis.,1,,
Robb.,1,,
Gooding.,1,,
L[u]dlow.,1,,
up.,1,,
Crane-lane.,1,,
Blackfriars'-Bridge.,1,,
Byrnt.,1,,
Baines.,1,,
Fleetstreet..,1,,
J.[i.e.,1,,
2da.,1,,
Axtell.,1,,
5th.,1,,
Fide.,1,,
Score.,1,,
Limerick.,1,,
Kelso.,1,,
translators.,1,,
Dun...,1,,
book-...,1,,
Ave.,1,,
M.DCC.XXVIII.,1,,
school-master.,1,,
Thorne.,1,,
Sprint.,1,,
Ffr.,1,,
approbations.,1,,
Sig.,1,,
Grantham.,1,,
Re-printed.,1,,
Grafton-street.,1,,
Smoak-Alley.,1,,
Duke-Street.,1,,
Eton-College.,1,,
Painter.,1,,
Tunb.,1,,
Bonpasteur.,1,,
Deansgate.,1,,
Floyde.,1,,
Lily.,1,,
Ragland.,1,,
levellers.,1,,
Rabb.,1,,
179,1,,
Laporte.,1,,
Crosilhes.,1,,
Chevrié.,1,,
Fownes's-street.,1,,
Conti.,1,,
Church-Bibles.,1,,
M.DCCXIX.,1,,
e...,1,,
typopgraphos.,1,,
Bow-Street.,1,,
Christr.,1,,
dicta.,1,,
New-Row.,1,,
Agent.,1,,
Bride-Street.,1,,
Egron.,1,,
authour.,1,,
health.,1,,
things.,1,,
Welcker.,1,,
Religion.,1,,
printd.,1,,
Joph.,1,,
Fleshmongers-Lane.,1,,
Volland.,1,,
-R.,1,,
Upper-moorsields.,1,,
Blanchard.,1,,
Abree.,1,,
Opus.,1,,
Ayres.,1,,
L....,1,,
Market-street-lane.,1,,
Valentine.,1,,
Woodstreet.,1,,
Burges.,1,,
cœmeter.,1,,
annually.,1,,
WM.,1,,
DA.,1,,
Ludlew.,1,,
acc.,1,,
Corn-Market.,1,,
Morpeth.,1,,
BroadSt.,1,,
Ch...,1,,
close.,1,,
Hollis.,1,,
(I.,1,,
-H.,1,,
Stradford-upon-Avon.,1,,
Auth.,1,,
000l.,1,,
Hughtes.,1,,
Surry.,1,,
Clarilew.,1,,
Fran...,1,,
M.DCCLXVIII.,1,,
Jewry-st.,1,,
Boxgrove.,1,,
Holt.,1,,
typr.,1,,
Minerva.,1,,
Paternoster...,1,,
Olr.,1,,
127,1,,
Poinçet.,1,,
ce.,1,,
Cluer.,1,,
S...,1,,
Damestreet.,1,,
d'E.,1,,
0,1,,
Charity-School.,1,,
Hymn-Books.,1,,
Inn.,1,,
Levrault.,1,,
F.R.S.,1,,
Wenman.,1,,
Chatharine-str.,1,,
Hanwell.,1,,
Byrn.,1,,
New-Bonde-Street.,1,,
Biblipol.,1,,
H.B.C.,1,,
Holst.,1,,
Balfe.,1,,
Wise.,1,,
Fen.,1,,
Gardiner.,1,,
bibliopolæ.,1,,
Beauchampe.,1,,
Whitledge.,1,,
Esd...,1,,
Hyde.,1,,
l'imprim.,1,,
sacro.,1,,
Permissû.,1,,
Saint-Michel.,1,,
Pavée.,1,,
Bridel.,1,,
Hookham].,1,,
barbier.,1,,
187,1,,
Hake.,1,,
Jan.1755.,1,,
Kirkgate.,1,,
jo.,1,,
Joeli...,1,,
Bride-st.,1,,
hered.,1,,
Titchfield-Street.,1,,
closs.,1,,
G.R.T.,1,,
Brunswick-Street.,1,,
Pe...,1,,
Cro...,1,,
Pike.,1,,
Abbey-Street.,1,,
Osbourn.,1,,
Senex.,1,,
Bransby.,1,,
Mr.S.,1,,
Turnbull.,1,,
Bailli.,1,,
Jay.,1,,
Hookham's.,1,,
Solio.,1,,
M.DCCXXXVI.,1,,
music-shops.,1,,
Gorman.,1,,
475,1,,
474,1,,
cryers.,1,,
Mchain.,1,,
Moetjens.,1,,
Meighan.,1,,
Orlandelli.,1,,
Meath-street.,1,,
Vallange.,1,,
Stretton.,1,,
Hall-Street.,1,,
Saunders.,1,,
Utrecht.,1,,
Radford.,1,,
Ed.P.,1,,
THo.,1,,
Danic.,1,,
LXVIII.,1,,
Gay.,1,,
90,1,,
No.82.,1,,
Paternoster-Row-W.,1,,
Chiswel-Street-R.,1,,
-Street-J.,1,,
Fishamble.,1,,
Harrop.,1,,
GT.,1,,
Danicae.,1,,
Missaõ.,1,,
Kongel.,1,,
Rochelle.,1,,
Calais.,1,,
Salsemann.,1,,
Devilly.,1,,
Dials.,1,,
Robertsons.,1,,
Breton.,1,,
Adelphi.,1,,
Burnham's.,1,,
Satory.,1,,
Martin's-Le-Grand.,1,,
air-reiceadoir.,1,,
Couturier.,1,,
Shiloh.,1,,
Bentivenga.,1,,
offic.,1,,
Morr.,1,,
Laye.,1,,
Newark.,1,,
Mozley.,1,,
Xci.,1,,
Caille.,1,,
shop---No.,1,,
Esplanade.,1,,
Smithfields.,1,,
G...,1,,
B.....,1,,
Holborn-Hill.,1,,
B.N.,1,,
octor.,1,,
Parliame...,1,,
Tennent.,1,,
Pont-an-Change.,1,,
New-...,1,,
Bermondsey.,1,,
Bridge-End.,1,,
Cymru.,1,,
9c.,1,,
6c.,1,,
l'imp.,1,,
Ct.,1,,
nobody.,1,,
nothing.,1,,
Ayscough.,1,,
Carnes.,1,,
C⁰.,1,,
Derbyshire.,1,,
Quantities.,1,,
l'opéra.,1,,
115,1,,
Carnaby-Market.,1,,
Creec[h].,1,,
MacFarquhar.,1,,
Holl.,1,,
hundred.,1,,
1739-40.,1,,
IId.,1,,
Macclesfieldensi.,1,,
Britannique.,1,,
Vasse.,1,,
Spragg.,1,,
MʿLean.,1,,
Magdeleine.,1,,
Cheney.,1,,
LXXXI.,1,,
ainʹe.,1,,
Typographique.,1,,
Chirol.,1,,
Compagnie.,1,,
necklace.,1,,
Greg's.,1,,
Harlow.,1,,
l'âinʹe.,1,,
Chrysilogue.,1,,
(.No.,1,,
Jarvie.,1,,
Botham.,1,,
Cross..,1,,
193,1,,
F[a]rd.,1,,
M.DC.VI.,1,,
Leigh.,1,,
Surrey.,1,,
L'Opéra.,1,,
Natt.,1,,
Farham.,1,,
Abraham.,1,,
Bancks.,1,,
maker.,1,,
Parliament-Closs.,1,,
Haly.,1,,
Bala.,1,,
heol-y-brenin.,1,,
News-Carriers.,1,,
brenin.,1,,
Duneadainn.,1,,
Parade.,1,,
Lincolns.,1,,
158,1,,
Beatty.,1,,
Hexham.,1,,
Aldgate-Street.,1,,
Thr.,1,,
Great-Swan-Alley.,1,,
Pavement.,1,,
Frans.,1,,
Art.,1,,
Mag.,1,,
Brit.,1,,
Barnstaple.,1,,
Leipzig.,1,,
Stationer's-hall.,1,,
Market-Drayton.,1,,
Sayes.,1,,
John's-Street.,1,,
biblopol.,1,,
Cantabrigiensem.,1,,
Lobb.,1,,
S.F.,1,,
Empire.,1,,
Regii.,1,,
Neil.,1,,
Shadwell-A.,1,,
M.DCCXCIV.,1,,
Bedford-Square.,1,,
Kemmish.,1,,
Play.,1,,
Hungerford-Street.,1,,
Briscoe.,1,,
London..,1,,
Bristol..,1,,
Exeter..,1,,
York..,1,,
Oxford..,1,,
Shrewsbury..,1,,
Fry.,1,,
Eliza.,1,,
Cowley.,1,,
&c.&c.,1,,
Yngwynedd.,1,,
York-street.,1,,
Bridport.,1,,
Black-Fyars.,1,,
Braintree.,1,,
Pictures.,1,,
executrix.,1,,
James'.,1,,
bookselers.,1,,
Chapter-House.,1,,
Corporation.,1,,
Newberry.,1,,
Piggonet.,1,,
66,1,,
Cliffords-Inn.,1,,
Churchil.,1,,
Horn.,1,,
Wellington.,1,,
Took.,1,,
Type.,1,,
Newgate-Market.,1,,
Hickey's.,1,,
Hinxman.,1,,
Avemary.,1,,
Sleap.,1,,
MSS.,1,,
Armstrong.,1,,
Comino.,1,,
Cosimo.,1,,
Pall-mall.,1,,
Cam.,1,,
Ld.,1,,
No.16.,1,,
Burghley-Street.,1,,
G.E.J.,1,,
Poincot.,1,,
Stationers'-Court.,1,,
Parch.,1,,
Mristo.,1,,
Portman-Square.,1,,
Glocestershire.,1,,
l'Imp.,1,,
senior.,1,,
159,1,,
Octor.,1,,
[f]en.,1,,
Mary-Hill.,1,,
Bliss.,1,,
Sk.,1,,
Blind.,1,,
Paddington.,1,,
Road-Lane.,1,,
Apostles.,1,,
Doctors-Common.,1,,
Barth...lomew-...,1,,
J.&J.,1,,
&C.,1,,
G.&.T.,1,,
method.,1,,
CCXCIV.,1,,
Gilmour.,1,,
Jollie.,1,,
Scarborough.,1,,
Wingrave.,1,,
Son-G.,1,,
Burnet-P.,1,,
Wogan-P.,1,,
Byrne-H.,1,,
Colbert-W.,1,,
Porter-W.,1,,
M'Kenzie-B.,1,,
Dugdale-W.,1,,
Jones-J.,1,,
Rice-H.,1,,
Kelly-G.,1,,
Stockdale-R.,1,,
Co.-P.,1,,
Hoxton-Square.,1,,
Perthès.,1,,
Newington-Causeway.,1,,
Church-Street.,1,,
parade.,1,,
Karnthner-Street.,1,,
Towers.,1,,
J.&p.,1,,
W&d.,1,,
J.Rivington.,1,,
Catechism.,1,,
26th.,1,,
Steine.,1,,
Elph.,1,,
Bourse-Royale.,1,,
Fauche.,1,,
J.andP.,1,,
Holborn-Bars.,1,,
Filiorum.,1,,
Rodolph.,1,,
Gerhard.,1,,
Retail.,1,,
Downes.,1,,
14c.,1,,
20c.,1,,
Foin-Saint-Jacques.,1,,
Welsh.,1,,
LXV.,1,,
Lombard.,1,,
Spring-Garden.,1,,
Bedfordshire.,1,,
Globe.,1,,
Amen-corner.,1,,
Tons.,1,,
Canebiere.,1,,
Smith?i.,1,,
Vmdccxciv.,1,,
P.J.,1,,
administrat.,1,,
Basket.,1,,
clarendoniano.,1,,
Sigg.,1,,
190,1,,
Tebb.,1,,
F.J.,1,,
Athen.,1,,
Dennett.,1,,
Craighton.,1,,
Wn.,1,,
P...,1,,
Scarborough-Spaw.,1,,
Treppas.,1,,
Lincolns-Ann.,1,,
Dia.,1,,
[R].,1,,
[J].,1,,
Vincent.,1,,
Clarence.,1,,
Hillier.,1,,
5651,1,,
Drury.,1,,
Wid.,1,,
Stead.,1,,
elsewhere.,1,,
Hatchett.,1,,
Beecroft.,1,,
Moorsields.,1,,
Knightsbridge.,1,,
Cowgate.,1,,
fieno.,1,,
Hospital.,1,,
No18.,1,,
Carver.,1,,
MDCCXXXV.,1,,
Passage.,1,,
Islington.,1,,
Shadwell.,1,,
Long.,1,,
Ingram-court.,1,,
Overbeke.,1,,
M.DCC.XCVII.,1,,
Potter-Row.,1,,
Sewell.,1,,
Argyll-Street.,1,,
Turnastle.,1,,
M.DCC.LXXXII.,1,,
Maur.,1,,
Grosv.,1,,
Quebec.,1,,
Franç.,1,,
Libros.,1,,
MDCCC..,1,,
B.S.,1,,
kalend.,1,,
Trewman.,1,,
Egham.,1,,
Salmon.,1,,
Gralvenor-Street.,1,,
Lacaze.,1,,
Néaulme.,1,,
Sewel.,1,,
Minerva-Press.,1,,
Millidge.,1,,
Bymessrs.,1,,
Hereford-City.,1,,
Murgatroyd.,1,,
3e.,1,,
Sociis.,1,,
Bishops-Gate.,1,,
Vois.,1,,
Guinerat.,1,,
XXXVI.,1,,
Tyne.,1,,
regiâ.,1,,
Mwythig.,1,,
Daggers.,1,,
Stationer's-Hall.,1,,
Bourse.,1,,
Bound.,1,,
Fleet-Street..,1,,
English.,1,,
Singing.,1,,
Terms.,1,,
105,1,,
Fitter-Lane.,1,,
(Mrs.,1,,
forJ.,1,,
century.,1,,
Lesslie.,1,,
Debrai.,1,,
Burton.,1,,
suppised.,1,,
G.I.,1,,
Cuthell.,1,,
Dyde.,1,,
Barbados.,1,,
Leedes.,1,,
Sussex.,1,,
Clarkii.,1,,
Béné.,1,,
Blamire.,1,,
Mesrs.,1,,
Bibliopolarum.,1,,
Love.,1,,
Hands.,1,,
Assurance-Office.,1,,
Kington.,1,,
Gitton.,1,,
receipts.,1,,
Dundas.,1,,
awdwr.,1,,
Yarmouth.,1,,
Leave.,1,,
by-J.,1,,
Drawing.,1,,
Wellclose-Square.,1,,
Elm.,1,,
Nicholas's-Street.,1,,
MDCXI.,1,,
M.DC.XCVI.,1,,
Slack.,1,,
Heskett.,1,,
Portsm.,1,,
112,1,,
Wimpole-Str.,1,,
himself.,1,,
Rinistad-Stumear.,1,,
Baxter.,1,,
Jombert.,1,,
Woodgate.,1,,
Benji.,1,,
trouve.,1,,
auteur.,1,,
Common.,1,,
times.,1,,
Portland-Street.,1,,
Paulet.,1,,
Presso.,1,,
Giovanni.,1,,
Libraio.,1,,
Di.,1,,
Farleianis.,1,,
Dryden's.,1,,
Learning.,1,,
(mrs.,1,,
Hist.,1,,
Parliam.,1,,
compl.,1,,
Hinchliffe.,1,,
Berrow.,1,,
Douglas.,1,,
printing.,1,,
Darbishire.,1,,
Lambert.,1,,
Angel-Inn-Yard.,1,,
Binns.,1,,
Neots.,1,,
daughters.,1,,
S.A.S.,1,,
Staffordshire.,1,,
Stagg.,1,,
Luckenbooths.,1,,
book-binder.,1,,
Readingensis.,1,,
thence.,1,,
Claud.,1,,
Stationary.,1,,
178,1,,
Bruce.,1,,
Minerva-press.,1,,
M.DCC.XXXIX.,1,,
Xli.,1,,
Coemeteriod.,1,,
exchange.,1,,
Clarloe.,1,,
Henri.,1,,
F.-B.,1,,
71.St.,1,,
Commons-No.,1,,
NO.10.,1,,
Ae.,1,,
No.22.,1,,
fore-street.,1,,
Henry-Street.,1,,
Friers.,1,,
Meadows.,1,,
South-St.,1,,
Deroy.,1,,
Shropshire.,1,,
Millan.,1,,
Bell-Yard.,1,,
Cirencester.,1,,
Cure.,1,,
Comedy.,1,,
M.DCC.III.,1,,
Dorchester.,1,,
Fard.,1,,
Schelieur.,1,,
Bucklersbury.,1,,
Dubl.,1,,
Above-Mentioned.,1,,
Westm.,1,,
Removed.,1,,
Creake.,1,,
Rocairol.,1,,
N[utt?].,1,,
Crookshank.,1,,
direct.,1,,
Didier.,1,,
sut.,1,,
compact.,1,,
extant.,1,,
Cuts.,1,,
Counterfeit.,1,,
cuts.,1,,
M.D.CCC.,1,,
bibliopolae.,1,,
Saint-honore.,1,,
Coghill's-Court.,1,,
Engd.,1,,
Ireld.,1,,
Baronts.,1,,
13s.,1,,
Dewell.,1,,
MM.A.,1,,
Johannis.,1,,
Norfolk.,1,,
Clavell.,1,,
M.DCC.I.,1,,
Ann's-Church.,1,,
M.D.CCII.,1,,
Caslon.,1,,
Gymdeithas.,1,,
Chippenham.,1,,
Abertawe.,1,,
Salt-Mercat.,1,,
[Impr.,1,,
Hunts.,1,,
CH.,1,,
L'Occasion.,1,,
Parnasse.,1,,
F.I.,1,,
Môn.,1,,
Waterworth.,1,,
Ferreira.,1,,
Hautboy.,1,,
Wych-Street.,1,,
Rhodes.,1,,
Knutsford.,1,,
Foi.,1,,
Parchemineric.,1,,
P..,1,,
Offic.,1,,
Patr.,1,,
bookbinder.,1,,
Boar-Lane.,1,,
l'Université.,1,,
Helmes.,1,,
Philips.,1,,
Ribetteau.,1,,
Picard.,1,,
Compter.,1,,
Pav?e.,1,,
Finsbury.,1,,
Nash.,1,,
Gray's-Inn.,1,,
sig.,1,,
Rein...,1,,
J.F.R.,1,,
Cullum-Street.,1,,
Gainsbrough.,1,,
Eldest.,1,,
DCCXCV.,1,,
Nicols.,1,,
Grosvenorsquare.,1,,
Cat.,1,,
Lawr.,1,,
Maps.,1,,
Necklace.,1,,
Fleet-St.,1,,
Treval.,1,,
Louvet.,1,,
A.H.G.,1,,
Potterrow.,1,,
Spilsburianis.,1,,
Mssr.,1,,
John's-Gate.,1,,
Ogle---J.,1,,
Public.,1,,
Traill.,1,,
Wilh.,1,,
Smeeton.,1,,
128,1,,
Treasury.,1,,
Pastime.,1,,
imprimeur.,1,,
Rouen.,1,,
Londinensis.,1,,
Bruxelles.,1,,
Leicester-fields.,1,,
Wheble.,1,,
aforesaid.,1,,
E.LL.,1,,
government.,1,,
8s.,1,,
R.A.W.,1,,
Kirby.,1,,
Daalen.,1,,
juniorem.,1,,
Re-pub.,1,,
Cattermoul.,1,,
Dect.,1,,
Huggonson.,1,,
Skelton.,1,,
LawNo.,1,,
Leabhair-Reiccadoir.,1,,
Deux-Anges.,1,,
J.C.B.,1,,
sheum.,1,,
Seagrave.,1,,
Bowling.,1,,
Hollingbery.,1,,
mr.,1,,
Livor.,1,,
perform'd.,1,,
Northcot.,1,,
Lumbard-Street.,1,,
[Sam.,1,,
Garner.,1,,
San-Jacobeâ.,1,,
Drayton.,1,,
guess.,1,,
gweddaidd.,1,,
122,1,,
Ball-Alley.,1,,
..tros..,1,,
Cundee.,1,,
boards.,1,,
guineas.,1,,
perron.,1,,
Graham.,1,,
Milner.,1,,
Fridr.,1,,
W.A.G.,1,,
acam...,1,,
Beatniffe.,1,,
Majesty..,1,,
Imprimeur.,1,,
Patrenoster-Row.,1,,
Milne.,1,,
Sidbury.,1,,
No.151.,1,,
Glassacha.,1,,
L...,1,,
Brusby.,1,,
Spring-Garde..,1,,
Uriel.,1,,
LXXIX.,1,,
Goût..,1,,
Cambray.,1,,
ambulant.,1,,
M.DCC.LXIV.,1,,
Middlesex.,1,,
Bull.,1,,
Tragedy.,1,,
MDCCLIIII.,1,,
Lucken.,1,,
Applebee.,1,,
Riley.,1,,
Crown-Court.,1,,
Thourlbourn.,1,,
Acre.,1,,
Prosecuted.,1,,
Proceedings.,1,,
désert.,1,,
High-Street..,1,,
Nugent.,1,,
Kelly.,1,,
George's-Street.,1,,
M.DCC.LXXX.,1,,
Decemr.,1,,
Crew.,1,,
Secretary.,1,,
contrary.,1,,
imposition.,1,,
Parties.,1,,
L'Opéra..,1,,
editorem.,1,,
Mesgrigny.,1,,
Lic.,1,,
Hare.,1,,
rhesymol.,1,,
Pope's-Head.,1,,
Flee-Street.,1,,
MDCCVI.,1,,
Sharpe.,1,,
Tholsel.,1,,
Nicholls.,1,,
Awst.,1,,
5488,1,,
Purser.,1,,
printseller.,1,,
engraved.,1,,
Canterbury.,1,,
S.A.E.,1,,
Mcclxxxvii.,1,,
UP.,1,,
Paynes.,1,,
Bulmer.,1,,
Antoine.,1,,
Exon.,1,,
5769,1,,
Hotman.,1,,
Lunn.,1,,
Barrat.,1,,
Roib.,1,,
Aind.,1,,
M.DCCLXVII.,1,,
K.K.,1,,
Legras.,1,,
Pont-Neuf.,1,,
Leadbeater.,1,,
Eglise.,1,,
C.C.T.,1,,
Innis.,1,,
Antiquaries.,1,,
Ryles.,1,,
Janr.,1,,
Lucken-Booths.,1,,
192,1,,
B[owyer].,1,,
Celeb.,1,,
Gordon.,1,,
Fairbairn.,1,,
Lackington.,1,,
City-Guard.,1,,
Leslie.,1,,
White-Hart.,1,,
Blome.,1,,
optician.,1,,
Vii.,1,,
Bonwicke.,1,,
Drury-Lane..,1,,
greville-street.,1,,
Thane.,1,,
Golden.,1,,
Pasternoster-Row.,1,,
Glindon.,1,,
(Edw.,1,,
Arm.,1,,
Aberhonddu.,1,,
Coffee-Yard.,1,,
Aikman.,1,,
Fredr.,1,,
Wale.,1,,
pelham.,1,,
LL.C.C.,1,,
county.,1,,
M.D.CC.LXVIII.,1,,
James's-Sq.,1,,
Ald.,1,,
Schubothe.,1,,
Bryson.,1,,
M.DCC.XXXVI.,1,,
post-office.,1,,
Purdon.,1,,
Woodstock-Street.,1,,
Etonæ.,1,,
'Change.,1,,
Read.,1,,
Grueber.,1,,
Juni.,1,,
Rudolph.,1,,
Græffer.,1,,
Nl.,1,,
Hayman.,1,,
Collége.,1,,
Haren.,1,,
Everingham.,1,,
at.,1,,
19th.,1,,
N.38.,1,,
Higgins's.,1,,
36,1,,
Binder.,1,,
(mr.,1,,
M.DCC.LXII.,1,,
M.DCC.XLII.,1,,
MDCCXXXIX.,1,,
Gottlob.,1,,
Parigi.,1,,
Tomkins.,1,,
Renouard.,1,,
Southgate-Street.,1,,
Wild-Court.,1,,
LVI.,1,,
Londinenses.,1,,
Cof..,1,,
Schaw.,1,,
Auld.,1,,
prelo.,1,,
academico.,1,,
Poitevins.,1,,
M.DCCXCIII.,1,,
M.DCC.XCIX.,1,,
Cordeliers.,1,,
Fried.,1,,
Sumpt.,1,,
White-Hall.,1,,
Universitat.,1,,
Gracechurch-street.,1,,
Old-Bridge.,1,,
M.DCC.XCIL.,1,,
Beausort.,1,,
Stephens...,1,,
Fleet-Bridge.,1,,
W[atts].,1,,
Throgmorton-Street.,1,,
Halpen.,1,,
soho.,1,,
.G.,1,,
Jean-de-Beauvais.,1,,
Conty.,1,,
Address.,1,,
Hilyard.,1,,
Aldermen.,1,,
Chelsea.,1,,
G.&t.,1,,
Esqr's.,1,,
Hawker.,1,,
Entd.,1,,
Georgd's-Street.,1,,
DCCLXXVI.,1,,
Nol.,1,,
79,1,,
Xcv.,1,,
execution.,1,,
De.,1,,
Kit.,1,,
Alder...,1,,
Warner.,1,,
Kenzie.,1,,
M.DCC.LXX.V.,1,,
M.DCC.XXIX.,1,,
Cawthorn.,1,,
Aaron.,1,,
Strawberry-Hill.,1,,
Novemr.,1,,
Augst.,1,,
frères.,1,,
Rép.,1,,
Gastelier.,1,,
elder.,1,,
Grisson.,1,,
Diet.,1,,
Treuttel.,1,,
succ.,1,,
Eaton.,1,,
Kraresdrugh.,1,,
ing.,1,,
Post-House.,1,,
Ebem.,1,,
Stall-Street.,1,,
no.20.,1,,
Bettinelli.,1,,
Booker.,1,,
Tooley-street.,1,,
Arran-Quay.,1,,
H.R.H.,1,,
Portsm[outh].,1,,
Woolw[ich].,1,,
Market-place.,1,,
Lancaster.,1,,
Maine.,1,,
Mann.,1,,
--cheap.,1,,
Trumbull.,1,,
36s.,1,,
Ez.,1,,
Vermont.,1,,
New-Ireland.,1,,
cop.,1,,
City-Hall.,1,,
right.,1,,
Barrett.,1,,
reformation.,1,,
dia.,1,,
Balentine.,1,,
Whitcomb.,1,,
Fleets.,1,,
DCC.XCII.,1,,
Birmingham--printed.,1,,
anthems.,1,,
XXXIII.,1,,
XXX.,1,,
DCC.XXIX.,1,,
Fleeming.,1,,
intelligencer.,1,,
Church-Alley.,1,,
Edes.,1,,
Short.,1,,
Benj[.,1,,
Brynberg.,1,,
Hudson.,1,,
Berger.,1,,
Mountn.,1,,
approbation.,1,,
Imprimerie.,1,,
R.R.P.P.,1,,
Commonwealth.,1,,
tail.,1,,
Diefendorf.,1,,
Stroher.,1,,
Vir.,1,,
Witting.,1,,
Hess.,1,,
single--4s.,1,,
Timothy.,1,,
Water-Street.,1,,
Henchman.,1,,
Chätten.,1,,
Schiff.,1,,
140,1,,
Herborn.,1,,
Marcktstrasse.,1,,
Purdie.,1,,
Courthause.,1,,
Königstrasse.,1,,
Bartram.,1,,
Longworth.,1,,
wt.,1,,
Poulson.,1,,
Starkey.,1,,
Folwell.,1,,
DCCLV.,1,,
Newport--printed.,1,,
Nieuw-York.,1,,
Leibert.,1,,
num.,1,,
Doll.,1,,
law.,1,,
Sterry.,1,,
information--1797.,1,,
Walpole.,1,,
thereon.,1,,
farmer.,1,,
light.,1,,
Hudson--M.,1,,
Catskill--E.,1,,
Cooperstown--O.P.,1,,
Abrah.,1,,
Rlv.,1,,
2s/8d.,1,,
Milk-Street.,1,,
5d.,1,,
Main-Str.,1,,
24s.,1,,
stump.,1,,
Stump.,1,,
1/2d.,1,,
rags.,1,,
Providence.,1,,
Court-Hauss.,1,,
Marktstrasse.,1,,
Eliot.,1,,
Bay.,1,,
typograpically.,1,,
Street.--MDCCXCI.,1,,
poultry.,1,,
M.DCC.XXVI.,1,,
Sellers--No.,1,,
Corns.,1,,
chapter.,1,,
(E.M.,1,,
Newburyport.,1,,
op.,1,,
Fed.,1,,
Philadelphia--Mr.,1,,
Dragon.,1,,
Bartho.,1,,
Bookstore.,1,,
market-house.,1,,
Napier.,1,,
Claypoole.,1,,
Dobson.,1,,
Cobbett.,1,,
Jocelin.,1,,
Cooch.,1,,
Buffalo.,1,,
sterl.,1,,
Schenectady--Mr.,1,,
Warrensbush--Capt.,1,,
Ballston--Mr.,1,,
permission.,1,,
Duck-Creek.,1,,
Hudson--J.,1,,
Schenectady--D.,1,,
Ballston--R.,1,,
original.,1,,
Melcher.,1,,
3s.4.,1,,
Buel.,1,,
Albany--A.,1,,
80,1,,
Aitken.,1,,
Vt.,1,,
Neu-Jersey.,1,,
billmeyer.,1,,
Gehr.,1,,
Stark.,1,,
Metzger.,1,,
Kimmel.,1,,
Henrich.,1,,
Catherine-Street.,1,,
quire.,1,,
Haus.,1,,
Gomez.--No.,1,,
G.K.,1,,
gedruckt.,1,,
bookstores.,1,,
Tree.,1,,
Pudding-Lane.,1,,
Humphreys.,1,,
Amherst.,1,,
gove.,1,,
govern.,1,,
Moore-Street.,1,,
gover.,1,,
Arch-Streets.,1,,
George-Town.,1,,
statute.,1,,
Winfield.,1,,
Goddard.,1,,
Queen-Street.--1764.,1,,
Massachusetts-State.,1,,
cooper.,1,,
Spooner.,1,,
Congress-Street.,1,,
