"","x"
"284","Printed and sold at the printing-office Bow-church Yard, London"
"285","printed and sold at the New-Chapel , City-Road ; and at the Rev. Mr. Wesley's preaching-houses in town and country"
"286","printed by William Pine , in Narrow Wine-Street ; and sold at the New Room, in the Horse-Fair; and at the Foundery, near Upper-Moor-Fields, London"
"287","printed for David Scott, and are to be sold at his shop in the Parliament-Closs"
"288","printed by R. Hawes, and sold at the Foundry in Moorfields; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"289","printed and sold at most booksellers shops in town and country"
"290","printed by T. Lumisden and J. Robertson, and sold at their printing-house in the Fish-Market"
"291","printed by R. Hawes, and sold at the foundry in Moorfields; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"292","printed by Felix Farley. And sold at his shop in Castle-Green, and by John Wilson , in Wine-Street : in London, by Thomas Trye, near Gray's-Inn-Gate, and Thomas Harris , on the Bridge ; and at the Foundery in Upper-Moor-Fields"
"293","printed by S. Powell, and sold at Mr. Verney's, by Mrs. Crump, and Mr. Watts"
"294","printed for the author; and sold at the New Chapel, City-Road, and at the Rev. Mr. Wesley's preaching-houses in town and country"
"295","printed by John Bryce, and sold at his shop; and by Robert Ingles, Edinburgh"
"296","printed for George Whitfield , City-Road ; and sold at the Methodist preaching-houses in town and country"
"297","printed, and sold at the Publishing-Office in Bearbinder-Lane, near Stocks-Market"
"298","printed for Alexander Donaldson: sold at his shop, (no. 48.), east corner of St. Paul's Church-Yard, London; and at Edinburgh"
"299","printed for the booksellers of Egypt and Palmyra, and sold at the Bible and Sun in St. Paul's Church-yard, London"
"300","re-printed by Mr. Robert Freebairn and sold at his shop in the Parliament-Closs"
"301","Printed and sold at the printing-office in Bow-Church-Yard, London"
"302","Printea [sic] ana [sic] sold at the printing-office in Bow Church-Yard, London"
"303","printed by Robert Duncan, and sold at his shop"
"304","printed by Mr. James M'euen and Company, and sold at his shop a little below the Cross"
"305","Printed by William Duncan, and are to be sold at his Shop, in Salt-mercat, in Gibson's Land"
"306","printed for the author, and sold at the Perriwig-Maker's, next door to John's Coffeehouse, over-against the Pav'd-Stones, in St. Martin's-Lane, Charing-Cross"
"307","Printed and sold at the printing-office in Bow-Church Yard, London"
"308","printed by James Watson, and sold at his Shop opposite to the Lucken-booths"
"309","printed by R. Hawes, and sold at the Foundery, in Moorfields, and at the Rev. Mr. Wesley's preaching-houses in town and country"
"310","printed by R. Hawes, and sold at the Foundry; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"311","printed by A. Donaldson and J. Reid. For Alexander Donaldson, and sold at his shops in London and Edinburgh"
"312","sold at the Foundery, near Upper-Moorfields"
"313","printed by R. Hawes, and sold at the Foundery in Moorfields; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"314","printed for John Wood; and sold at his shop in the Luckenbooths, and by the booksellers in Great-Britain and Ireland"
"315","printed by H. Cock, in Bloomsbury-Market, and sold at the Foundery , near Upper-Moorfields ; by J. Robinson , in Ludgate-Street ; by T. Trye , near Gray's-Inn-Gate, Holborn ; by T. James , under the Royal-Exchange ; and G. Englefield, in West-Street, near the Seven Dials"
"316","printed by H. Cock , in Bloomshury-Market ; and sold at the Foundery , near Upper-Moorfields ; by J. Robinson , in Ludgate-Street ; by T. Trye , near Gray's-Inn-Gate, Holborn ; by T. James , under the Royal-Exchange ; and G. Englefield, in West-Street, near the Seven Dials"
"317","printed by A. Donaldson, and sold at his shops in London and Edinburgh"
"318","printed for William Heather, At the Navigation Warehouse, No. 157, Leadenhall-Street; and sold at every sea-port in Great-Britain and Ireland"
"319","Printed by A. Donaldson, and sold at his shop Corner of Arundel-Street, Strand, London; and at Edinburgh"
"320","printed by the assigns of Rich. and Edw. Atkyns Esquires, for John Walthoe, and are to be sold at his shop in the Middle-Temple-Cloysters"
"321","[P]rinted by Thomas Lumisden and John Robertson, and sold at their Printing-house in the Fish-market; and by Mr. Andrew Martin, John Paton and Hugh Deans in the Parliament-Closs; also by George Paton in Linlithgow, Arthur Armstrong in Kelso, and John Liddel in Falkirk"
"322","printed by H. Hills for the author, and sold at the Half-Moon, and at the King's Head, in St. Paul's Churchyard"
"323","Printed by Thomas Lumisden and John Robertson, and sold at their Printing-House in the Fish-Market"
"324","Printed, and sold at most booksellers shops in town"
"325","printed for Alexander Donaldson. And sold at his shop, London; and at Edinburgh"
"326","printed by Peter Williamson, and sold at his shop in the Parliament House"
"327","printed by A. Donaldson, and sold at his shops the corner of Arundel Street, Strand, London, and Edinburgh"
"328","printed by Alexander Donaldson. Sold at his shop, No. 48, east corner of St. Paul's Church-yard, London; and at Edinburgh"
"329","Printed for Alexander Donaldson: sold at his shop (No. 48.) East-corner of St. Paul's Church-yard, London; and at Edinburgh"
"330","printed by R. Hawes, and sold at the foundery in Moorfields; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"331","printed by H. Hills, and sold at the Publishing Office in Essex-Street, at the corner of Sycamore Alley"
"332","printed for Step. Fletcher; and are to be sold at his shop in Oxford"
"333","sold at No. 3, Russell Court, Drury Lane; at W. Boag's Great Turnstile, Holborn; at No. 40. Long Acre; at No. 17, Snow Hill; at No. 89, Newgate Street; and at No. 39, King-Street, Cheapside"
"334","printed, and sold at the pamphlet-shop next Ludgate, and at several other places about town where proposals are set up"
"335","London printed, and re-printed in Dublin, and are to be sold at Dick's Coffee-House in Skinnerrow Dublin"
"336","printed by T. Parcell, and sold at the pamphlet-shop, next door to the George Tavern, Charing-Cross"
"337","printed for G. Whitfield, New-Chapel, City-Road; and sold at the Methodist Preaching-Houses in town and country"
"338","printed by J. Paramore, at the Foundry, Moorfields: and sold at the New Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses in town and country"
"339","printed for G. Whitfield, City-Road; and sold at the Methodist preaching-houses in town and country"
"340","printed by A. Donaldson and J. Reid. For Alexander Donaldson, and sold at his shops in London and Edinburgh"
"341","printed for G. Whitfield, City-Road, and sold at the Methodist preaching-houses in town and country"
"342","printed and sold at the New Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"343","printed for E. Cook, in Black-Fryars, and sold at the pamphlet-shops of London and Westminster. Price 1s"
"344","printed by William Gray, and sold at his house, at Magdalen's Chapel, within the Cowgate-Head"
"345","printed and sold at the New-Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses in town and country"
"346","printed by R. Hawes, and sold at the foundry in Moorfields; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"347","printed by J. Paramore and sold at the New Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses in town and country"
"348","printed and sold at the New Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"349","printed for George Whitfield, City-Road; and sold at the Methodist preaching-houses in town and country"
"350","printed by E. Farley and Son, in Small-Street. And sold at the New Room in the Horse-Fair, and at the foundery, near Upper-Moor-Fields, London"
"351","printed and sold at the New-Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses in town and country"
"352","printed for the author, and sold at the musick-shops"
"353","printed and sold at the New-Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses in town and country"
"354","printed by James Magee, and sold at his shop"
"355","printed by James Blow, and are to be sold at his shop"
"356","printed by Thomas Lumisden and Company, and sold at their printing-house in the Fish-Market"
"357","printed by R. Hawes, and sold at the Foundry in Moorfields; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"358","printed and sold at the Foundery, Upper Moor-Fields; by W. Flexney, under Gray's-Inn-Gate; E. Cabe, Avemary-Lane; and G. Keith, Grace-Church-Street, London; at the New-Room, Bristol; by W. Watkinson, Linen-Draper, Leeds; and at the Orphan-House, New-Castle upon Tyne"
"359","printed for G. Whitfield, City-Road; and sold at the Methodist preaching-houses in town and country"
"360","printed by John Grabham, in Wine-Street; and sold at the New Room in the Horse-Fair; and at the Foundery, near Upper-Moor-Fields, London"
"361","printed by William Pine; and sold at the New-Room, in the Horse-Fair: and at the Foundery, near Upper-Moorfields, London"
"362","printed by R. Hawes, and sold at the Foundry, in Moorfields, and at the Rev. Mr. Wesley's preaching-houses in town and country"
"363","printed and sold at the New-Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses in town and country"
"364","printed by R. Hawes, and sold at the Foundry in Moorfields; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"365","printed by W. Bowyer and J. Nichols: and sold at the Foundery, near Upper-Moorfields"
"366","printed by W. B. [i.e. William Bowyer] and sold at the Foundery, near Upper-Moorfields; and at the New-Room, in the Horse-Fair, Bristol"
"367","printed by W. Strahan; and sold at the Foundary near Upper-Moorfields"
"368","Printed by R. Hawes, and sold at the New-Chapel, City-Road; and at the Rev. Mr. Wesley's Preaching-Houses, in town and country"
"369","printed; and sold at the Foundery"
"370","printed by J. Paramore, and sold at the New-Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses, in town and country"
"371","printed and sold at the New-Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses in town and country"
"372","printed for G. Whitfield, and sold at the Methodist preaching-houses, in town and country"
"373","Printed and sold at the Kent printing office, Deptford-bridge"
"374","printed by William Pine; and sold at the New-Room; and at the Foundery, London"
"375","printed and sold at the New-Chapel, City-Road; and at the Rev. Mr. Wesley's Preaching-Houses in town and country"
"376","printed for the booksellers of Egypt and Palmyra, and sold at no. 65, in St. Paul's Church-yard, London"
"377","printed [by Charles Ackers] for J. Buckland, at the Buck in Pater-Noster-Row; and sold at his shop in Chelmsford"
"378","printed for Alexander Donaldson, and sold at his shop, (no. 48.) St. Paul's Church-Yard, London; and at Edinburgh"
"379","Printed and sold at the printing-office in Bow-Church-Yard, London"
"380","London, printed: Edinburgh, reprinted, and sold at the Printing-House in the Fish-Market"
"381","printed by Robert Fleming and Company, and sold at Mr. James Davidson's shop"
"382","Printed and sold at the printing-office in Petticoat-lane, Whitechapel, London"
"383","printed for the authoress, and sold at Swift's Circulating Library, Charles-Street, ST. James's Square"
"384","Sold at Mr. Warren's, next door but one to the two chairmen in Albemarkle Street near Piccadilly; at Mrs. Riggall's, the corner of Babmas-muse in Jermyn Street; at Messieurs Thomas and Loyde, opposite to St. Clement's Church in the Strand; and at the Angel near Clerkenwell Church"
"385","Printed and sold at the printing-office in Bow Church Yard"
"386","printed by Samuel Fairbrother, and are to be sold at his shop in Skinner-Row, over-against the Tholsel"
"387","printed and sold at the office of G. Nicholson, 9, Spring-Gardens sold also by T. Knott. 47, Lombard-Street; and Champante & Whitrow, Jewry-Street, London"
