"publisher_orig_data","verb","target_string","person","person_type","place","place_prefix","actor_type"
"printed by His Majesty's Law Printers, for J. F. and C. Rivington, W. Owen, T. Longman, J. Johnson, G. Robinson, W. Flexney, W. Fox, E. Brooke, S. Hayes, and T. Whieldon and Co","printed by","His Majesty's Law Printers, for J. F. and C. Rivington, W. Owen, T. Longman, J. Johnson, G. Robinson, W. Flexney, W. Fox, E. Brooke, S. Hayes, and T. Whieldon and Co","E. Brooke","person",NA,NA,"print"
"printed by His Majesty's Law Printers, for J. F. and C. Rivington, W. Owen, T. Longman, J. Johnson, G. Robinson, W. Flexney, W. Fox, E. Brooke, S. Hayes, and T. Whieldon and Co","printed by","His Majesty's Law Printers, for J. F. and C. Rivington, W. Owen, T. Longman, J. Johnson, G. Robinson, W. Flexney, W. Fox, E. Brooke, S. Hayes, and T. Whieldon and Co","S. Hayes","person",NA,NA,"print"
"printed by His Majesty's Law Printers, for J. F. and C. Rivington, W. Owen, T. Longman, J. Johnson, G. Robinson, W. Flexney, W. Fox, E. Brooke, S. Hayes, and T. Whieldon and Co","printed by","His Majesty's Law Printers, for J. F. and C. Rivington, W. Owen, T. Longman, J. Johnson, G. Robinson, W. Flexney, W. Fox, E. Brooke, S. Hayes, and T. Whieldon and Co","T. Whieldon","person",NA,NA,"print"
"printed by His Majesty's Law Printers, for J. F. and C. Rivington, W. Owen, T. Longman, J. Johnson, G. Robinson, W. Flexney, W. Fox, E. Brooke, S. Hayes, and T. Whieldon and Co","printed by","His Majesty's Law Printers, for J. F. and C. Rivington, W. Owen, T. Longman, J. Johnson, G. Robinson, W. Flexney, W. Fox, E. Brooke, S. Hayes, and T. Whieldon and Co","Co","unknown",NA,NA,"print"
"printed for P. Byrne, J. Moore, W. Jones, and J. Rice","printed for","P. Byrne, J. Moore, W. Jones, and J. Rice","P. Byrne","person",NA,NA,"print"
"printed for P. Byrne, J. Moore, W. Jones, and J. Rice","printed for","P. Byrne, J. Moore, W. Jones, and J. Rice","J. Moore","person",NA,NA,"print"
"printed for P. Byrne, J. Moore, W. Jones, and J. Rice","printed for","P. Byrne, J. Moore, W. Jones, and J. Rice","W. Jones","person",NA,NA,"print"
"printed for P. Byrne, J. Moore, W. Jones, and J. Rice","printed for","P. Byrne, J. Moore, W. Jones, and J. Rice","J. Rice","unknown",NA,NA,"print"
"In the Savoy: printed by Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","stringstart","In the Savoy:",NA,NA,"Savoy :","In the","unk"
"In the Savoy: printed by Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","printed by","Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","Eliz. Nutt","person",NA,NA,"print"
"In the Savoy: printed by Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","printed by","Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","R. Gosling","person",NA,NA,"print"
"In the Savoy: printed by Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","printed by","Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","Edw. Sayer","unknown",NA,NA,"print"
"In the Savoy: printed by Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","printed by","Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","Esq","unknown",NA,NA,"print"
"In the Savoy: printed by Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","printed by","Eliz. Nutt and R. Gosling (assigns of Edw. Sayer, Esq;) for R. Gosling at the Middle-Temple-Gate in Fleet-Street","R. Gosling","person","Middle-Temple-Gate in Fleet-Street","at the","print"
"printed for Thomas Trye near Gray's Inn-Gate in Holbourn","printed for","Thomas Trye near Gray's Inn-Gate in Holbourn","Thomas Trye","person","Gray's Inn-Gate in Holbourn","near","print"
"printed for J. Symington, Bookseller Parliament Square","printed for","J. Symington, Bookseller Parliament Square","J. Symington","person",NA,NA,"print"
"printed for J. Symington, Bookseller Parliament Square","printed for","J. Symington, Bookseller Parliament Square","Bookseller Parliament Square","unknown",NA,NA,"print"
"printed for and sold by Ward and Chandler, at the Ship without Temple-Bar, and at their Shops in Coney-Street, York; and at Scarborough Spaw","sold by","Ward and Chandler, at the Ship without Temple-Bar, and at their Shops in Coney-Street, York; and at Scarborough Spaw",NA,NA,"Scarborough Spaw","at","sell"
"printed for and sold by Ward and Chandler, at the Ship without Temple-Bar, and at their Shops in Coney-Street, York; and at Scarborough Spaw","sold by","Ward and Chandler, at the Ship without Temple-Bar, and at their Shops in Coney-Street, York; and at Scarborough Spaw","Ward","person","Ship without Temple-Bar , and at their Shops in Coney-Street , York","at the","sell"
"printed for and sold by Ward and Chandler, at the Ship without Temple-Bar, and at their Shops in Coney-Street, York; and at Scarborough Spaw","sold by","Ward and Chandler, at the Ship without Temple-Bar, and at their Shops in Coney-Street, York; and at Scarborough Spaw","Chandler","unknown","Ship without Temple-Bar , and at their Shops in Coney-Street , York","at the","sell"
"printed, and sold by J. Hinxmam [sic]","sold by","J. Hinxmam","J. Hinxmam","person",NA,NA,"sell"
"printed, and sold by J. Hinxmam [sic]","printed and sold by","J. Hinxmam","J. Hinxmam","person",NA,NA,"print_sell"
"printed for M. Cooper, at the Globe in Paternoster-Row, W. Shropshire, in New Bondstreet, and T. Davies, in Old Round Court, in the Strand","printed for","M. Cooper, at the Globe in Paternoster-Row, W. Shropshire, in New Bondstreet, and T. Davies, in Old Round Court, in the Strand","M. Cooper","person","Globe in Paternoster-Row , W. Shropshire , in New Bondstreet , and T. Davies , in Old Round Court , in the Strand","at the","print"
"printed for the author",NA,"the author",NA,NA,NA,NA,NA
"printed for and sold by J. Wilkie, behind the Chapter-House, in St. Paul's Church-Yard; and G. Burnet, without Temple-Bar","sold by","J. Wilkie, behind the Chapter-House, in St. Paul's Church-Yard; and G. Burnet, without Temple-Bar","J. Wilkie","person",NA,NA,"sell"
"printed for W. Nicoll in St. Paul's Church Yard","printed for","W. Nicoll in St. Paul's Church Yard","W. Nicoll","person","St. Paul's Church Yard","in","print"
"Cazin]","stringstart","Cazin","Cazin","person",NA,NA,"unk"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed for James Buckland","printed for","James Buckland","James Buckland","person",NA,NA,"print"
"printed for J. Pottinger, in Pater-Noster Row, and J. Seymour, in Threadneedle Street","printed for","J. Pottinger, in Pater-Noster Row, and J. Seymour, in Threadneedle Street","J. Pottinger","person","Pater-Noster Row , and J. Seymour , in Threadneedle Street","in","print"
"apud Balfour et Smellie",NA,"apud Balfour et Smellie",NA,NA,NA,NA,NA
"printed for A. Dodd, at the Peacock without Temple-Bar, and sold by the booksellers of London and Westminster","printed for","A. Dodd, at the Peacock without Temple-Bar, and","A. Dodd","person","Peacock without Temple-Bar , and","at the","print"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed for Robert Turner, in the year","printed for","Robert Turner, in the year","Robert Turner","person",NA,NA,"print"
"Printed for T. Cooper","printed for","T. Cooper","T. Cooper","person",NA,NA,"print"
"printed for R. Baldwin","printed for","R. Baldwin","R. Baldwin","person",NA,NA,"print"
"printed for J. Roberts, at the Oxford-Arms in Warwick-Lane","printed for","J. Roberts, at the Oxford-Arms in Warwick-Lane","J. Roberts","person","Oxford-Arms in Warwick-Lane","at the","print"
"printed for J. Wright, opposite Old Bond-Street, Piccadilly","printed for","J. Wright, opposite Old Bond-Street, Piccadilly","J. Wright","person","Old Bond-Street , Piccadilly","opposite","print"
"printed for G. G. J. and J. Robinson, Paternoster-Row; T. Payne, at the Meuse-Gate; and R. Faulder, in Bond-Street","printed for","G. G. J. and J. Robinson, Paternoster-Row; T. Payne, at the Meuse-Gate; and R. Faulder, in Bond-Street","G. G. J.","person","Paternoster-Row",NA,"print"
"printed for G. G. J. and J. Robinson, Paternoster-Row; T. Payne, at the Meuse-Gate; and R. Faulder, in Bond-Street","printed for","G. G. J. and J. Robinson, Paternoster-Row; T. Payne, at the Meuse-Gate; and R. Faulder, in Bond-Street","J. Robinson","person","Paternoster-Row",NA,"print"
"printed for G. G. J. and J. Robinson, Paternoster-Row; T. Payne, at the Meuse-Gate; and R. Faulder, in Bond-Street","printed for","G. G. J. and J. Robinson, Paternoster-Row; T. Payne, at the Meuse-Gate; and R. Faulder, in Bond-Street","T. Payne","person","Meuse-Gate","at the","print"
"printed for G. G. J. and J. Robinson, Paternoster-Row; T. Payne, at the Meuse-Gate; and R. Faulder, in Bond-Street","printed for","G. G. J. and J. Robinson, Paternoster-Row; T. Payne, at the Meuse-Gate; and R. Faulder, in Bond-Street","R. Faulder","person","Bond-Street","in","print"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","Smart","person",NA,NA,"sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","Cowslade","unknown",NA,NA,"sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","T. Whieldon","person","Fleet-Street , London","in","sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","Prince","unknown",NA,NA,"sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","Jackson","unknown",NA,NA,"sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","Oxford","unknown",NA,NA,"sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","printed and sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","Smart","person",NA,NA,"print_sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","printed and sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","Cowslade","unknown",NA,NA,"print_sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","printed and sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","T. Whieldon","person","Fleet-Street , London","in","print_sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","printed and sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","Prince","unknown",NA,NA,"print_sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","printed and sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","Jackson","unknown",NA,NA,"print_sell"
"printed and sold by Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","printed and sold by","Smart and Cowslade; sold also by T. Whieldon, in Fleet-Street, London; and Prince and Jackson, Oxford","Oxford","unknown",NA,NA,"print_sell"
"printed for J. Owen, NO. 168, Piccadilly, Facing Bond-Street","printed for","J. Owen, NO. 168, Piccadilly, Facing Bond-Street","J. Owen","person","Piccadilly , Facing Bond-Street","NO. 168","print"
"excudebat Adamus Neill cum sociis",NA,"excudebat Adamus Neill cum sociis",NA,NA,NA,NA,NA
"printed for T. Cooper, at the Globe in Pater-Noster-Row; and sold by the booksellers of London and Westminster","printed for","T. Cooper, at the Globe in Pater-Noster-Row; and","T. Cooper","person","Globe in Pater-Noster-Row","at the","print"
"printed for J. Bell, NO. 148, Oxford-Street","printed for","J. Bell, NO. 148, Oxford-Street","J. Bell","person","Oxford-Street","NO. 148","print"
"printed for A. Baldwin, near the Oxford-Arms in Warwick-Lane","printed for","A. Baldwin, near the Oxford-Arms in Warwick-Lane","A. Baldwin","person","Oxford-Arms in Warwick-Lane","near the","print"
"re-printed by George Faulkner, and sold at his shop, by R. Gunne, by J. Smith and W. Bruce","printed by","George Faulkner, and","George Faulkner","person",NA,NA,"print"
"re-printed by George Faulkner, and sold at his shop, by R. Gunne, by J. Smith and W. Bruce","sold at","his shop, by R. Gunne, by J. Smith and W. Bruce",NA,NA,"Gunne , by J. Smith and W. Bruce","his shop , by R.","sell"
"printed by J. Chambers","printed by","J. Chambers","J. Chambers","person",NA,NA,"print"
"printed for T. Cooper. and sold by the booksellers of London and Westminster","printed for","T. Cooper. and","T. Cooper.","person",NA,NA,"print"
"printed by Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","printed by","Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","Cooper","person","Burlington House , Piccadilly","opposite","print"
"printed by Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","printed by","Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","Graham","unknown","Burlington House , Piccadilly","opposite","print"
"printed by Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","printed by","Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","J. Debrett","person","Burlington House , Piccadilly","opposite","print"
"printed by Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","printed by","Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","Cooper","person","Burlington House , Piccadilly","opposite","print"
"printed by Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","printed by","Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","Graham","unknown","Burlington House , Piccadilly","opposite","print"
"printed by Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","printed by","Cooper and Graham, for J. Debrett, opposite Burlington House, Piccadilly","J. Debrett","person","Burlington House , Piccadilly","opposite","print"
"printed for G. Kearsley, Fleet-Street","printed for","G. Kearsley, Fleet-Street","G. Kearsley","person","Fleet-Street",NA,"print"
"printed for N. Conant, Fleet Street","printed for","N. Conant, Fleet Street","N. Conant","person","Fleet Street",NA,"print"
"printed for J. Stockdale; and J. F. and C. Rivington","printed for","J. Stockdale; and J. F. and C. Rivington","J. Stockdale","person",NA,NA,"print"
"printed for J. Stockdale; and J. F. and C. Rivington","printed for","J. Stockdale; and J. F. and C. Rivington","J. F.","person",NA,NA,"print"
"printed for J. Stockdale; and J. F. and C. Rivington","printed for","J. Stockdale; and J. F. and C. Rivington","C. Rivington","unknown",NA,NA,"print"
"printed for W. Flexney, near Gray's-Inn Gate, Holborn","printed for","W. Flexney, near Gray's-Inn Gate, Holborn","W. Flexney","person","Gray's-Inn Gate , Holborn","near","print"
"printed for the author, and sold by J. Wilkie","sold by","J. Wilkie","J. Wilkie","person",NA,NA,"sell"
"printed for J. Owen, NO. 168, Piccadilly","printed for","J. Owen, NO. 168, Piccadilly","J. Owen","person","Piccadilly","NO. 168","print"
"printed for John Stockdale, Piccadilly","printed for","John Stockdale, Piccadilly","John Stockdale","person","Piccadilly",NA,"print"
"printed for T. Payne, at the Crown in Pater-Noster-Row","printed for","T. Payne, at the Crown in Pater-Noster-Row","T. Payne","person","Crown in Pater-Noster-Row","at the","print"
"printed for J. Scott, at the Black-Swan, in Pater-Noster Row","printed for","J. Scott, at the Black-Swan, in Pater-Noster Row","J. Scott","person","Black-Swan , in Pater-Noster Row","at the","print"
