publication_frequency_text	publication_frequency_annual	original_frequency	original_interval	original_time	Count
Six per Week	312.00	daily (except sun.)	vol. 17, no. 2420 (june 28, 1800)-v. 20, no. 2836 (oct. 31, 1081 [i.e., 1801])	1800-1801	1
Six per Week	312.00	daily (except sun.)	vol. 1, no. 1 (mar. 10, 1800)-v. 3, no. 787 (sept. 29, 1802)	1800-1802	1
Six per Week	312.00	daily (except sun.)	vol. 1, no. 1 (dec. 8, 1800)-v. 3, no. 861 (sept. 16, 1803)	1800-1803	1
Six per Week	312.00	daily (except sunday)	numb. 1 (monday, august the 1st. 1715.)-numb. 10. (thursday, august 11. 1715.)	[1715]	1
Six per Week	312.00	daily (except sunday)	numb. 1 (friday, january 20, 1721)-numb. 2 (saturday, january 21, 1721)	[1721]	1
Six per Week	312.00	daily (except sunday)	no. 1. (thursday, april 21. 1715.)-no. 15. (saturday, may 7. 1715.)	1715	1
Six per Week	312.00	daily (except sunday)	began: 5 dec. 1748; ceased: oct. 1753	[1748-1753]	1
Six per Week	312.00	daily (except sunday)	began in july? 1746; ceased with: 3 dec. 1748	[1746-1748]	1
Six per Week	312.00	daily (except sunday)	numb. i. (monday, may the 2d. 1715.)-numb. xii. (saturday, may the 14th, 1715.)	[1715]	1
Six per Week	312.00	daily (except sunday)	began in 1781? ceased: jan. 1782	-[1782]	1
Six per Week	312.00	daily (except sunday)	[vol. i. no. 1. (friday, january 1, 1790).]-	[1790-	1
Six per Week	312.00	daily (except sundays, when parliament is in session)	numb. 1. (tuesday may 21. 1700.)-numb. 4. (thursday may 30. 1700.)	anno dom. 1700	1
Six per Week	312.00	daily (except sunday)	began in sept. 22, 1792;by november 1793 the title had changed to 'the courier, and evening gazette'	[1792-1793]	1
Six per Week	312.00	daily (except sunday)	numb. 3908 (wednesday, june 3, 1789)-;by august 1790 title had reverted to 'the general advertiser'	[1789-1790?]	1
Six per Week	312.00	daily (except sunday)	no. 1. (thursday, october 30, 1800.)-;ceased with no. 365, 31 december 1801	[1800-1801]	1
Six per Week	312.00	daily (except sunday)	began in 1781? ceased in 1782	<1781-	1
Six per Week	312.00	daily (except sunday)	began with: no. 6131 (oct. 1, 1728); ceased in may 1736?	1728-[1736?]	1
Six per Week	312.00	daily (except sunday)	numb. 1 (saturday, february 8, 1794.)-;ceased with no. 54073 (2 jan. 1965)	[1794-1965]	1
Six per Week	312.00	daily (except sunday)	numb. 1023 (tuesday, march 18, 1788) -	[1788]-	1
Six per Week	312.00	daily (except sunday)	began in feb.? 1773?;-no. 6130 (saturday, december 15, 1792)	[1773?-1792]	1
Six per Week	312.00	daily (except sunday)	vol. i, number i (saturday, january 12, 1760)-vol. ii, number 566 (monday, november 2, 1761)	[1760-1761]	1
Six per Week	312.00	daily (except sunday)	no. 10,960 (friday, april 27, 1764)-;ceased in nov.? 1796	[1764-1796]	1
Six per Week	312.00	daily (except sunday)	numb. 2909 (monday, march 12, 1743-4)-numb. 5644 (thursday, november 30, 1752)	[1744-1752]	1
Six per Week	312.00	daily (except sunday)	no. 2523 (wednesday, november 24, 1784)-;ceased may 1789	[1784-1789]	1
Six per Week	312.00	daily (except sunday)	no 7974 (monday, october 2, 1797)-;ceased with jan. 1, 1803 issue	[1797-1803]	1
Six per Week	312.00	daily (except sunday)	no. 7014 (tuesday, july 1, 1794)-no 7973 (saturday, september 30, 1797)	[1794-1797]	1
Six per Week	312.00	daily (except sunday)	no. 1931[sic] (monday, december 17, 1792)-no. 7013 (monday, june 30, 1794)	[1792-1794]	1
Six per Week	312.00	daily (except sunday)	began 2 may? 1745.;ceased in 1746?	[1745-1746?]	1
Six per Week	312.00	daily (except sunday)	no. 1618 (monday, january 2, 1786)-;ceased with dec. 31, 1869 issue	[1786-1869]	1
Six per Week	312.00	daily (except sunday)	numb. 1 (monday, november, 4, 1734)-numb. 2908 (saturday, march 10, 1743-4)	[1734-1744]	1
Six per Week	312.00	daily (except sunday)	no.1 (wednesday, november 1, 1780)-no.1617 (saturday, december 31, 1785)	[1780-1785]	1
Six per Week	312.00	daily (except sunday)	began with no. 1, june 28, 1769; ceased in 1789?	[1769-1789?]	1
Six per Week	312.00	daily (except sunday)	number 272 (tuesday, november 27, 1787)- number 2342 (monday, june 30, 1794)	[1787-1794]	1
Six per Week	312.00	daily (except sunday)	number 1 (monday, january 1, 1787)-number 271 (monday, november 26, 1787)	[1787]	1
Six per Week	312.00	daily (except sunday)	no. 21772 (monday, september 10, 1798)-;ceased with 24 mar. 1802	[1798-1802]	1
Six per Week	312.00	daily (except sunday)	number 18633 (saturday, march 1, 1794)-number 20016 (saturday, september 8, 1798)	[1794-1798]	1
Six per Week	312.00	daily (except sunday)	began in 1790. by monday 2 jan. 1792 the title had changed	[1790-1791]	1
Six per Week	312.00	daily (except sunday)	numb. 1 (wednesday, march 11. 1702)-numb. 6002 (saturday, june 28, 1735)	[1702-1735]	1
Six per Week	312.00	daily (except sunday)	no. 5645 (friday, december 1, 1752)-;ceased december 1793; title changed to the public advertiser, or political and literary diary on jan. 1. 1794	[1752-1793]	1
Six per Week	312.00	daily (except sunday)	began with numb. 1 (saturday, october 3. 1719.).;-numb. 8255 (friday, february 14, 1746.)	[1719-1746]	1
Six per Week	312.00	daily (except sunday)	wednesday, october 10, 1781-;ceased in 1782	[1781-1782]	1
Six per Week	312.00	daily (except sunday)	number i (tuesday, october 27, 1795)-number cxiii (monday, march 7, 1796)	[1795-1796]	1
Six per Week	312.00	daily (except sunday)	began in 1789 or 1790.;ceased with no. 29708 (2 mar. 1865)	[1789?-1865]	1
Six per Week	312.00	daily (except sunday)	began jan. 23, 1721.;-numb. 9577 [i.e. 5977] (saturday, april 9, 1737.)	[1721-1737]	1
Six per Week	312.00	daily (except sunday)	numb. 1 (monday, june 30. 1735)-;ceased in june or july, 1746	[1735-1746]	1
Six per Week	312.00	daily (except sunday)	numb. i. (thursday, march 12. 1713.)-numb. clxxv. (thursday, october i. 1713.)	1713	1
Six per Week	312.00	daily (except sunday)	no. 1740 (tuesday, may 7, 1782)-;ceased with 23 nov. 1784	[1782-1784]	1
Six per Week	312.00	daily (except sunday)	began 1 nov. 1753.;-numb. 10,958 (thursday, april 26, 1764)	[1753-1764]	1
Six per Week	312.00	daily (except sunday)	began with nov. 25 1779 issue; ceased 1781	[1779-1781]	1
Six per Week	312.00	daily (except sunday)	numb.1 (wednesday, february 3, 1730 [i.e. 1731])-;ceased in sept. 1798	[1731-1798]	1
Six per Week	312.00	daily (except sunday)	numb. 229 (monday, november 25, 1751)-;ceased with no. 738, 21 july 1753	[1751-1753]	1
Six per Week	312.00	daily (except sunday)	numb. 40 (thursday, april 18, 1751)-numb. 228 (saturday, november 23, 1751)	[1751]	1
Six per Week	312.00	daily (except sunday)	numb. 1 (monday, march 4, 1751)-numb. 39 (wednesday, april 17, 1751)	[1751]	1
Six per Week	312.00	daily (except sunday)	began with no. 1 (1 oct. 1792); ceased with no. 24555 (25 feb. 1871)	[1792-1871]	1
Six per Week	312.00	daily (except sunday)	no. 1. (tuesday, december 30, 1794)-;ceased 18 mar. 1797?	[1794-1797?]	1
Six per Week	312.00	daily (except sunday)	began 1 jan. 1793; ceased with no. 3522, 14 apr. 1804	[1793-1804]	1
Six per Week	312.00	daily (except sunday)	began in 1776?;-no. 1739 (monday, may 6, 1782)	[1776?-1782]	1
Six per Week	312.00	daily (except sunday)	began in jan. 1747?;succeeding title began in november 1779	[1747?-1779?]	1
Six per Week	312.00	daily (except sunday)	began in 1738?;vol. iii. numb. 756 (tuesday, june 10. 1740.)	-[1740]	1
Six per Week	312.00	daily (except sunday)	[vol. 1] no. 1 (monday, january 15, 1781.)-vol. 1. no. 42 (saturday, march 3, 1781.)	[1781]	1
Six per Week	312.00	daily (except sunday)	began in 1739?; ceased in early may, 1743	[1739-1743]	1
Six per Week	312.00	daily (except sunday)	by sept 1793 the title had changed from the previous title of 'the courier'.;ceased in 1842	[1793-1842]	1
Six per Week	312.00	daily (except sunday)	no. 1. (monday, march 30, 1789.)-no. 2,145 [i.e. 1,452] (saturday, august 31, 1793.)	[1789-1793]	1
Six per Week	312.00	daily (except sunday)	began with jan. 1, 1794 issue.;-no. 18632 (friday, february 28, 1794)	[1794]	1
Six per Week	312.00	daily, except sunday	no. 64 (monday, april 27, 1789)-;ceased in 1789?	[1789]	1
Six per Week	312.00	daily (except sunday)	number 1. (monday, june 1, 1789)-;by june 1790 the title had changed	[1789-1790?]	1
Six per Week	312.00	daily (except sunday)	began 9 march 1789; ceased in january 1792?	[1789-1792?]	1
Six per Week	312.00	daily (except sunday)	began 1799?	[1799?]-	1
Six per Week	312.00	daily (except sunday)	no. 1 (thursday, november 16, 1780.)-no. 27 (saturday, december 16, 1780.)	[1780]	1
Six per Week	312.00	daily, except sunday	no. 9 (monday, february 23, 1789.)-no. 63 (saturday, april 25, 1789)	[1789]	1
Six per Week	312.00	daily (except sunday)	numb 1. (friday, december 1. 1727.)-;ceased with no. 62, feb. 12 1728	[1727-1728]	1
Six per Week	312.00	daily (except sunday)	number 187. (saturday, december 6, 1788.)-;ceased with: no. 13914 (15 oct. 1831)	[1788-1831]	1
Six per Week	312.00	daily (except sunday)	number 1. (saturday, may 3, 1788.)-number 186. (friday, december 5, 1788.)	[1788]	1
Six per Week	312.00	daily (except sunday)	no. 0008 (tuesday, november 12, 1776)-;ceased in feb. 1777?	[1776-1777?]	1
Six per Week	312.00	daily (except sunday)	num. 1 (december 29. 1668)-;ceased with: numb. 57 (24 mar. 1698)?	[1668-	1
Five per Week	260.00	daily (except weekends)	numb. 1. (mercurii 5 die octob. anno gulielmi & mariæ quarto, annoque dom. 1692.)-;ceased with numb. 8 (18 oct. 1692)?	[1692]	1
Three per Week	156.00	three times a week	began in 1777?	1777?]-	1
Three per Week	156.00	three times a week	began with no. 1, november 1718?;ceased in 1719	[1718-1719]	1
Three per Week	156.00	three times a week	numb. 1 (saturday, january 13. 1711)-;ceased with: no. 6 (30 jan. 1711)	[1711]	1
Three per Week	156.00	three times a week?	began with no. 1, 17 july 1711	[1711]-	1
Three per Week	156.00	three times a week	began in april? 1710; ceased in 1711?	1710.-<1711>	1
Three per Week	156.00	three times a week	no 1. monday, january 9, 1769.-no 9. friday, january 27, 1769	[1769]	1
Three per Week	156.00	three times a week	(vol. ii.) from saturday, october 23, to tuesday, october 26, 1784. (numb. 220)-(vol. ii.) from thursday, november 25, to saturday, november 27, 1784. (numb. 234.)	[1784]	1
Three per Week	156.00	three times a week	began with vol. i, no. 1, saturday, feb. 1, 1794; ceased with: vol. i, no. 25, tuesday, mar. 25, 1794	[1794]	1
Three per Week	156.00	three times a week	began: no. 1, 31 mar. 1717.;by 1719 this title had been continued by: the original london post or heathcote's intelligence	1717-1719?]	1
Three per Week	156.00	three times a week	began: 26 oct. 1756.;-friday, july 12, 1757. (numb 72.)	-1757]	1
Three per Week	156.00	three times a week	vol. ii. (new york, friday, september, 15, 1797.) no. 1-vol. iii. no. 150. (friday, august 30, 1798)	[1797-1798]	1
Three per Week	156.00	three times a week	began in dec.? 1735?; ceased in aug.? 1741?	[1735?-1741?]	1
Three per Week	156.00	three times a week	numb.1 (monday, october 14. 1700)-numb.27 (from wednesday, december 11, to friday, december 13. 1700)	1700	1
Three per Week	156.00	three times a week	began with no. 1, nov. 1776?	[1776]-	1
Three per Week	156.00	three times a week	numb. 1. (wednesday, may 2 1716.)-;ceased in 1716	[1716]	1
Three per Week	156.00	three times a week	numb. 11 (friday, august 12. 1715.)-numb. 17. (friday, august 26. 1715.)	[1715]	1
Three per Week	156.00	three times a week	began in nov. 1715; ceased in may 1716	<1715-1716>	1
Three per Week	156.00	three times a week	monday, january 17, 1785. [199]-monday, april 25, 1785 [241]	[1785]	1
Three per Week	156.00	three times a week	began in apr? 1769; ceased in 1771?	<1770-	1
Three per Week	156.00	three times a week	began in 1705; ceased in 1707?	<1705-	1
Three per Week	156.00	three times a week	began in 1767? ceased sometime after 21 dec. 1771	<1768-	1
Three per Week	156.00	three times a week	no. 1. monday, december 9, 1799.-;ceased: 31 july 1800	<1799-1800>	1
Three per Week	156.00	three times a week	began in 1799; ceased in 1823?	<1799->	1
Three per Week	156.00	three times a week	began 2 jan. 1779.;ceased in 1781	[1779-1781]	1
Three per Week	156.00	three times a week	began and ended in 1776?	[1776?]	1
Three per Week	156.00	three times a week	began in jan. 1771	<1771-	1
Three per Week	156.00	three times a week	began in nov. 1770; ceased in jan. 1771	<1770-1771>	1
Three per Week	156.00	three times a week	began in 1712.;-numb. iv (wednesday, march 19. 1712.)	[1712]	1
Three per Week	156.00	three times a week	began: 15 aug. 1710.;-numb. 2. (from tuesday the 15th to thursday the 17th of august 1710.)	1710	1
Three per Week	156.00	three times a week	began and ceased in 1702	<1702>	1
Three per Week	156.00	triweekly	vol. 1, no. 1 (jan. 23, 1798)-v. 1, no. 94 (aug. 30, 1798)	1798	1
Three per Week	156.00	triweekly	no. 1 (mar. 3/5, 1798)-;ceased with aug. 28, 1799 issue	1798-	1
Three per Week	156.00	triweekly	began with july 15, 1797 issue.;-v. 1, no. 8 (aug. 1, 1797)	-1797	1
Three per Week	156.00	three times a week	began in 1797.;-mar. 7, 1800	-1800	1
Three per Week	156.00	triweekly	vol. 3, no. 185 (nov. 3, 1796)-v. 4, no. 383 (feb. 17, 1798)	1796-	1
Three per Week	156.00	three times a week	vol. 1, no. 1 (may 10, 1796)-v. 1, no. 36 (july 30, 1796)	1796	1
Three per Week	156.00	three times a week	began with: no. 1 (july 6, 1795); ceased with: no. 104 (mar. 2, 1796)	1795-1796	1
Three per Week	156.00	triweekly	vol. 2, no. 35 (nov. 9, 1795)-v. 2, no. 43 (nov. 30, 1795)	1795	1
Three per Week	156.00	triweekly	vol. 2, no. 44 (dec. 3, 1795)-v. 3, no. 184 (oct. 31, 1796)	1795-1796	1
Three per Week	156.00	triweekly	vol. 1, no. 1 (nov. 17, 1794)-v. 1, no. 82 (may 25, 1795)	1794-1795	1
Three per Week	156.00	triweekly	vol. 1, no. 1 (oct. 4, 1794)-	1794-	1
Three per Week	156.00	triweekly	-v. 2, no. 34 (nov. 5, 1795).;began with aug. 13, 1794 issue	-1795	1
Three per Week	156.00	three times a week	no. 26. vol. i. (tuesday, april 1, 1794.=du mardi, 1 avril 1794.)	[1794]	1
Three per Week	156.00	triweekly	vol. 1, no. 1 (jan. 1, 1793)-v. 1, no. 78 (june 28, 1793)	1793	1
Three per Week	156.00	three times a week	began in 1793?;-no. 1162 (july 25, 1793)	-1793	1
Three per Week	156.00	triweekly	no. 1163 (july 27, 1793)-;ceased in 1795	1793-	1
Three per Week	156.00	triweekly	no. 1 (mar. 8, 1788)-no. 21 (apr. 24, 1788)	1788	1
Three per Week	156.00	triweekly	-no. 38 (may 3, 1787).;began with feb. 6, 1787 issue	-1787	1
Three per Week	156.00	triweekly	vol. 3, no. 36 (may 31, 1786)- = total no. 141-	1786-	1
Three per Week	156.00	triweekly	began with mar. 28, 1785 issue. lc 18th cent. newspapers (1936 ed.).;-v. 55, no. 4301 (dec. 31, 1793)	-1793	1
Three per Week	156.00	triweekly	no. 127 (nov. 28, 1785)-;ceased in 1792	1785-	1
Three per Week	156.00	triweekly	numb. 1. (friday, august 20, 1784.)-numb. 732 (friday, july 19, 1791.)	[1784-1791]	1
Three per Week	156.00	triweekly	no. 1 (nov. 23, 1784)-no. 126 (nov. 24, 1785)	1784-1785	1
Three per Week	156.00	triweekly	vol. 13, no. 1607 (oct. 14, 1783)-v. 13, no. 1754 (sept. 18, 1784)	1783-1784	1
Three per Week	156.00	triweekly	nov. 29, 1777-nov. 28, 1780 ; no. 684 (dec. 2, 1780)-no. 695 (jan. 2, 1781) ; v. 10, no. 696 (jan. 6, 1781)-v. 12, no. 1606 (oct. 11, 1783)	1777-1783	1
Three per Week	156.00	three times a week	began in 1788; ceased in 1798	<1788-1795>	1
Three per Week	156.00	triweekly	vol. 1, no. 1 (sept. 25, 1800)-no. 2090 (june 20, 1809)	1800-1809	1
Three per Week	156.00	three times a week	mar. 10, 1800-nov. 5, 1800	1800	1
Three per Week	156.00	triweekly	vol. 1, no. 1 (oct. 31, 1800)-v. 11, no. 1579 (nov. 24, 1810)	1800-1810	1
Three per Week	156.00	three times a week	vol. 1, no. 4 (nov. 27, 1800)-;cceased with jan. 22, 1802 issue	1800-	1
Three per Week	156.00	three times a week	no. 760 (nov. 7, 1800)-;ceased in 1817	1800-	1
Three per Week	156.00	three times a week	numb. i. (monday october 29.) - numb. xiii. (friday november 23. to monday november 26. 1716.)	[1716]	1
Three per Week	156.00	three times a week	num.1 (munday may 17 1697.) - num.11 (tuesday june 7. 1697)	1697	1
Three per Week	156.00	three times a week	numb. 1. (tuesday december 20. 1715.)-numb 14 (tuesday, january 14. [sic] to thursday, january 19. 1715-16)	[1715-1716]	1
Three per Week	156.00	three times a week	numb. 1 (tuesday, january 1. 1712)-vol. i. numb. 30 (saturday, march 8. 1712)	[1712]	1
Three per Week	156.00	three times a week	numb. 16. (wednesday, june 19. 1695.)-numb. 60. (from tuesday, september 24th. to thursday september 26th. 1695.)	1695	1
Three per Week	156.00	three times a week	numb. 10. (tuesday, april 3. to thursday, april 5. 1716)-;ceased at end of 1716?	1716	1
Three per Week	156.00	three times a week	began with: no. 1 (mar. 1716);-numb. 9. (saturday, march 31. to tuesday, april 3. 1716.)	1716	1
Three per Week	156.00	three times a week	numb. 1 (thursday, july 19. 1711.)-numb. 46 (wednesday october 31. to friday november 2. 1711.)	[1711]	1
Three per Week	156.00	three times a week	numb. 67. (from friday, octob. 22. to monday, octob. 25. 1697.)-;ceased with jan. 28/31 issue 1697 [i.e.1698]	1697-[1698]	1
Three per Week	156.00	three times a week	numb. 1 (tuesday, august [i.e. sept.] 27. 1709.)-numb. 20 (saturday, november 11. 1709.)	[1709]	1
Three per Week	156.00	three times a week	began: 4 sept. 1782; ceased: mar. 1783	<1782-1783>	1
Three per Week	156.00	three times a week	numb. i (wednesday, march 13. 1717.)-numb. iii (wednesday march 18. 1717.)	1717	1
Three per Week	156.00	three times a week	numb. 1 (tuesday, july 19. 1715.)	1715	1
Three per Week	156.00	three times a week	began with no. 1, 27 july 1714 and ceased with no. 3, 31 july 1714	[1714]	1
Three per Week	156.00	three times a week	numb. 1 (monday, january 16. 1721.)-numb. 26 (wednesday, march 15. 1721.)	[1721]	1
Three per Week	156.00	three times a week	numb. i (friday, april 21, 1721)-	1721	1
Three per Week	156.00	three times a week	began in 1735; ceased in 1742?	[1735-1742?]	1
Three per Week	156.00	three times a week	numb. [1] (thursday, september 16, 1756.)-;ceased: 6 sept. 1757	[1756-1757]	1
Three per Week	156.00	three times a week	began with: no.1 (15 nov.1739).;-no. 63 (tuesday, april 8, 1740)	[1739-1740]	1
Three per Week	156.00	three times a week	numb. i. (tuesday, january 1. 1717.)-numb. lxvi (saturday, june 1. 1717.)	[1717]	1
Three per Week	156.00	three times a week	-vol. i. numb. 106 (thursday, june 11. 1713.).;began with vol. 1, no. 1, 2 aug. 1712	1712]-1713	1
Three per Week	156.00	three times a week	no. 1. (monday, march 13, 1790.)-;ceased in dec. 1796?	[1790]-	1
Three per Week	156.00	three times a week	numb. xiii. (saturday, may 14, to tuesday may 17, 1715.)-;ceased with: no. 24 (11 june 1715)	mdccxv. [1715]	1
Three per Week	156.00	three times a week	began in aug. 1793; ceased in 1794?	1793]-	1
Three per Week	156.00	three times a week	began in sept. 1793; ceased in 1794?	<1793>-	1
Three per Week	156.00	three times a week	began in 1739?	< -1741>	1
Three per Week	156.00	three times a week	began with may 1, 1781 issue; ceased in 1784?	[1781]-	1
Three per Week	156.00	three times a week	began in jan. 1770; ceased in 1773	<1771>	1
Three per Week	156.00	three times a week	began in july 1712?;ceased in nov.? 1713	[1712-1713?]	1
Three per Week	156.00	three times a week	began in may 1769; ceased in feb. 1771	<1769-1771>	1
Three per Week	156.00	three times a week	numb. 1 (saturday, february 2. 1712.)-numb. 13 (saturday, march 1. 1712.)	[1712]	1
Three per Week	156.00	three times a week	began and ceased in 1740?	<1740>	1
Three per Week	156.00	three times a week	numb. 2322. (thursday march 23. to saturday march 25. 1709/10.)-numb. 2324 (thursday march 29. to april 1. 1710.)	[1710]	1
Three per Week	156.00	three times a week	numb. 2225. (from tuesday august 16. to thursday august 18. 1709)-;ceased with: numb. 2321 (23 mar. 1710)	[1709-1710]	1
Three per Week	156.00	three times a week	[numb. 1. (16? may [1695])]-numb. 2. (from thursday, may 16. to saturday, may 18. [1695])	1695	1
Three per Week	156.00	three times a week	numb. 3. (from saturday, may 18. to tuesday, may 21. [1695])-numb. 15. (from saturday, june 15. to tuesday, june 18. [1695])	1695	1
Three per Week	156.00	three times a week	numb.i (tuesday december 27th. 1709.)-numb.140 (from saturday november the 18th. to tuesday november the 21st. 1710.)	[1709-1710]	1
Three per Week	156.00	three times a week	num. i (from tuesday september the 7th. 1708.)-;ceased in august 1709	1708-1709	1
Three per Week	156.00	three times per week	numb.1. (from friday november 11, to monday november 14. 1715.) - numb.3 (from thursday november 17 to saturday novem.19. 1715)	1715	1
